11016;120 FEET FROM PVA (96 CORNERSTONE DR);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-01-25 02:34:09+00:00;2014
11018;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-01-18 12:57:24+00:00;2014
11025;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-01-26 01:20:38+00:00;2014
11029;445 FEET FROM CARPENTER UPCHURCH RD;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2014-01-24 11:50:22+00:00;2014
11030;.1 MILES FROM HIGH HOUSE RD (SR 1615);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-01-27 19:54:41+00:00;2014
11034;100 FEET FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2014-01-28 00:01:03+00:00;2014
11035;.39 MILES FROM OLD APEX RD SR#1011;;;;CLOUDY;2014-01-20 08:07:20+00:00;2014
11037;10 FEET FROM WESTON PKY (SR3090);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-01-28 17:41:00+00:00;2014
11045;500 FEET FROM TEN TEN RD(SR-1010);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-01-28 14:45:09+00:00;2014
11048;.1 MILES FROM SR 1423 (PINEY PLAINS RD);SMOOTH ASPHALT;SNOW;DAYLIGHT;CLEAR;2014-01-29 15:28:00+00:00;2014
11055;20 FEET FROM HIGH HOUSE RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-01-28 15:15:00+00:00;2014
11078;CARY;;;;CLOUDY;2014-02-01 15:20:00+00:00;2014
11089;50 FEET FROM SR#1300 - KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-02-01 20:21:52+00:00;2014
11094;150 FEET FROM NW MAYNARD RD;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2014-02-03 12:55:01+00:00;2014
11103;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-02-03 12:06:41+00:00;2014
11104;250 FEET FROM CHAPEL HILL RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-02-02 13:09:13+00:00;2014
11106;.25 MILES FROM US 1 EXIT 98 RAMP SB;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-02-04 21:51:47+00:00;2014
11114;8 FEET FROM COLONADES WAY;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2014-02-05 00:01:56+00:00;2014
11120;.2 MILES FROM NE MAYNARD RD (SR 1415);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-02-06 02:49:06+00:00;2014
11121;.25 MILES FROM SE CARY PKWY (SR 3977);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-02-05 22:18:00+00:00;2014
11122;CARY;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2014-02-04 22:47:08+00:00;2014
11125;5 FEET FROM WALDO ROOD BLVD;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-02-05 11:28:59+00:00;2014
11129;0 FEET FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-02-04 14:59:03+00:00;2014
11141;10 FEET FROM 2151 DAVIS DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-02-07 12:39:39+00:00;2014
11151;100 FEET FROM CARY TOWNE BLVD;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-02-09 07:32:04+00:00;2014
11154;125 FEET FROM CASTLEWOOD DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-02-03 21:45:57+00:00;2014
11158;400 FEET FROM PVA OF 1943 HIGH HOUSE RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-02-08 03:23:00+00:00;2014
11163;150 FEET FROM E CHATHAM ST #1011;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-02-09 01:26:13+00:00;2014
11165;CARY;;;;CLOUDY;2014-01-11 14:43:53+00:00;2014
11167;200 FEET FROM PVA AT 1105 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-02-10 18:49:51+00:00;2014
11184;.5 MILES FROM US 1 N HWY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-02-12 00:16:14+00:00;2014
11202;.02 MILES FROM (SR 1747) SE MAYNARD RD;SMOOTH ASPHALT;SNOW;DAYLIGHT;SNOW;2014-02-12 14:13:46+00:00;2014
11203;210 FEET FROM CARPENTER FIRE STATION RD;SMOOTH ASPHALT;SNOW;DAYLIGHT;SNOW;2014-02-12 18:18:18+00:00;2014
11210;200 FEET FROM PVA OF 7317 TRYON RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-02-14 19:12:56+00:00;2014
11212;.1 MILES FROM NC 55 HWY;SMOOTH ASPHALT;WET;DAYLIGHT;CLEAR;2014-02-14 17:52:00+00:00;2014
11213;.10 MILES FROM PVA OF 1300 CRESCENT GREEN;SMOOTH ASPHALT;WET;DAYLIGHT;SNOW;2014-02-14 15:13:00+00:00;2014
11215;.1 MILES FROM US 1 NB ONRAMP;SMOOTH ASPHALT;WET;DAYLIGHT;CLEAR;2014-02-14 15:34:00+00:00;2014
11216;.10 MILES FROM CASTALIA;COARSE ASPHALT;SNOW;DAYLIGHT;SNOW;2014-02-12 17:17:00+00:00;2014
11217;.3 MILES FROM 2031 WALNUT ST;SMOOTH ASPHALT;SNOW;DAYLIGHT;SNOW;2014-02-12 17:50:00+00:00;2014
11222;10 FEET FROM GREEN HOPE SCHOOL RD (1621);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-02-14 23:34:32+00:00;2014
11225;300 FEET FROM NOTTINGHAM DR;SMOOTH ASPHALT;WET;DAYLIGHT;CLEAR;2014-02-14 21:09:21+00:00;2014
11244;56 FEET FROM PVA (2790 NC 55 HWY);COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2014-02-15 19:27:20+00:00;2014
11246;.5 MILES FROM BUCK JONES RD 1315;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-02-15 19:37:45+00:00;2014
11247;0.3 MILES FROM PVA 940 REEDY CREEK RD;SMOOTH ASPHALT;ICE;DARK - LIGHTED ROADWAY;CLEAR;2014-02-15 08:32:57+00:00;2014
11250;200 FEET FROM S HARRISON AVE(SR1652);;;;CLOUDY;2013-12-01 06:38:30+00:00;2013
11252;.15 MILES FROM 123 MIDDLE CREEK PARK AV;SMOOTH ASPHALT;DRY;DUSK;CLEAR;2014-02-17 22:13:30+00:00;2014
11260;NEAR .01 MILES E OF E NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-02-17 22:24:08+00:00;2014
11269;161 FEET FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-02-18 23:45:41+00:00;2014
11273;10 FEET FROM CARPENTER UPCHURCH RD (1617);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-02-18 18:45:12+00:00;2014
11282;140 FEET FROM WALNUT ST RAMP TO US1 NORTH;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-02-18 15:01:00+00:00;2014
11283;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-02-19 02:14:39+00:00;2014
11286;50 FEET FROM SR 1415 (SE MAYNARD RD);SMOOTH ASPHALT;SNOW;DAYLIGHT;SNOW;2014-02-12 13:01:21+00:00;2014
11311;150 FEET FROM PVA 4000 LOUIS STEPHENS DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-02-15 19:44:01+00:00;2014
11315;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-02-21 20:13:08+00:00;2014
11325;.75 MILES FROM DILLARD DR (SR# 1345);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-02-24 13:06:49+00:00;2014
11327;300 FEET FROM CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-02-22 09:28:26+00:00;2014
11335;300 FEET FROM FARMINGTON WOODS DR;COARSE ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-02-26 01:45:06+00:00;2014
11340;.02 MILES FROM (PVA) 1297 BUCK JONES RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-02-25 18:49:39+00:00;2014
11341;75 FEET FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-02-24 21:39:56+00:00;2014
11342;0 FEET FROM SR 3127 (MCCRIMMON PKWY);SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;CLEAR;2014-02-19 07:45:38+00:00;2014
11345;210 FEET FROM CHAPEL HILL RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-02-25 12:34:42+00:00;2014
11362;60 FEET FROM 1387 SE MAYNARD RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-02-27 14:18:28+00:00;2014
11365;.1 MILES FROM 131 CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-02-28 15:43:00+00:00;2014
11371;.1 MILES FROM 109 QUEENSFERRY RD;COARSE ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-03-01 05:31:00+00:00;2014
11373;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-02-28 19:08:38+00:00;2014
11393;397 FEET FROM US-1N;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-03 12:38:24+00:00;2014
11395;.15 MILES FROM CROSSROADS BLV;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-01 21:21:22+00:00;2014
11397;150 FEET FROM GREGSON DR.;SMOOTH ASPHALT;ICE;DARK - ROADWAY NOT LIGHTED;FREEZING RAIN;2014-03-04 00:20:08+00:00;2014
11398;200 FEET FROM NE MAYNARD RD (SR1415);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-03-03 00:47:33+00:00;2014
11399;233 FEET FROM SR#1313 - 1718 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-02 15:33:00+00:00;2014
11403;400 FEET FROM 237 CROSSROADS BLV;SMOOTH ASPHALT;WET;DAYLIGHT;FREEZING RAIN;2014-03-03 18:18:38+00:00;2014
11406;CARY;SMOOTH ASPHALT;ICE;DARK - LIGHTED ROADWAY;CLEAR;2014-03-04 02:07:36+00:00;2014
11424;400 FEET FROM 2010 KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-03-05 14:19:30+00:00;2014
11427;300 FEET FROM P.P. OF 9950 CHAPEL HILL RD;GRAVEL;SAND, MUD, DIRT, GRAVEL;DAYLIGHT;CLEAR;2014-02-27 18:48:17+00:00;2014
11428;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-02-28 22:37:39+00:00;2014
11431;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-05 22:19:48+00:00;2014
11432;4 FEET FROM PVA 1793 NW MAYANRD RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-05 22:05:42+00:00;2014
11433;5 FEET FROM JENKS CARPENTER RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-06 12:55:56+00:00;2014
11440;0 FEET FROM CHAPEL HILL RD (NC54);SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2014-03-07 00:32:20+00:00;2014
11457;220 FEET FROM NC 55 HWY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-03-07 12:40:26+00:00;2014
11466;20 FEET FROM WALNUT ST (SR 1313);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-03-07 19:58:43+00:00;2014
11468;50 FEET FROM CARY TOWNE BLVD (SR1497);SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2014-03-07 22:00:07+00:00;2014
11469;50 FEET FROM PVA (1206 W CHATHAM ST);SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2014-03-07 23:06:40+00:00;2014
11477;.1 MILES FROM US 1 NORTHBOUND;SMOOTH ASPHALT;ICE;DARK - LIGHTED ROADWAY;FREEZING RAIN;2014-03-08 09:53:49+00:00;2014
11481;75 FEET FROM DOVE COTTAGE LN;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-08 12:50:18+00:00;2014
11484;50 FEET FROM SR#3977 - SE CARY PKWY;SMOOTH ASPHALT;ICE;DAYLIGHT;CLEAR;2014-03-08 12:22:07+00:00;2014
11487;.15 MILES FROM 319 CROSSROADS BLV;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-08 16:16:00+00:00;2014
11490;.5 MILES FROM US 1 HWY;SMOOTH ASPHALT;ICE;DARK - ROADWAY NOT LIGHTED;CLEAR;2014-03-04 10:03:43+00:00;2014
11492;20 FEET FROM CHAPEL HILL RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-08 18:33:49+00:00;2014
11494;300 FEET FROM 638 WALNUT ST.;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-09 11:19:35+00:00;2014
11503;20 FEET FROM 201 SOCCER PARK DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-10 17:30:53+00:00;2014
11506;200 FEET FROM HIGH HOUSE RD (SR1615);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-10 18:34:37+00:00;2014
11507;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-10 14:10:00+00:00;2014
11508;20 FEET FROM TODD STREET;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-10 20:24:27+00:00;2014
11512;50 FEET FROM  KILDAIRE FARM RD 1300;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-10 20:40:35+00:00;2014
11517;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-11 02:09:00+00:00;2014
11524;65 FEET FROM E CHATHAM ST;SMOOTH ASPHALT;ICE;DARK - LIGHTED ROADWAY;CLEAR;2014-03-08 11:08:19+00:00;2014
7535;.16 MILES FROM KILMAYNE DR;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2013-04-05 03:24:00+00:00;2013
7541;.4 MILES FROM ST ANDREWS LN;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-04-11 10:31:01+00:00;2013
7549;.2 MILES FROM HIGH HOUSE RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-10 18:41:26+00:00;2013
7551;.10 MILES FROM SHILLINGS CHASE DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-04-11 13:51:20+00:00;2013
7552;.1 MILES FROM N HARRISON AVE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-10 16:40:00+00:00;2013
7555;0.3 MILES FROM KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2013-04-11 02:10:00+00:00;2013
7557;CARY;SMOOTH ASPHALT;DRY;DUSK;CLEAR;2013-04-11 00:56:10+00:00;2013
7565;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2013-04-12 12:26:35+00:00;2013
7569;10 MILES FROM KILDAIRE FARM RD;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2013-04-12 17:25:41+00:00;2013
7570;30 FEET FROM CARPENTER FIRE STATION RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-04-12 18:59:25+00:00;2013
7571;300 FEET FROM PVA (8204 TRYON WOODS DR);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-11 21:18:14+00:00;2013
7572;CARY;;;;CLOUDY;2013-04-04 01:58:38+00:00;2013
7579;125 FEET FROM 740 A E CHATHAM ST;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-14 18:32:13+00:00;2013
7585;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-13 00:08:15+00:00;2013
7593;CARY;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-14 14:40:00+00:00;2013
7596;0.5 MILES FROM US 1 NORTHBOUND;CONCRETE;DRY;DAYLIGHT;CLEAR;2013-04-14 19:13:54+00:00;2013
7597;.25 MILES FROM REGENCY PARKWAY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-04-15 01:16:47+00:00;2013
7600;250 FEET FROM 801 SE MAYNARD RD;COARSE ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-04-15 17:47:36+00:00;2013
7603;.1 MILES FROM PVA 2741 NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-04-15 21:26:16+00:00;2013
7617;0 FEET FROM S. HARRISON AV;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-16 21:51:42+00:00;2013
7628;15 FEET FROM REGENCY PKY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-17 12:54:20+00:00;2013
7632;75 FEET FROM SE MAYANRD RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-17 19:02:04+00:00;2013
7633;CARY;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-17 14:48:00+00:00;2013
7634;.3 MILES FROM BUCK JONES RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-17 19:46:38+00:00;2013
7640;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-16 19:03:45+00:00;2013
7649;61 FEET FROM PVA 252 GRANDE HEIGHTS DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-18 19:57:46+00:00;2013
7658;10 FEET FROM MORRISVILLE PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-19 18:54:34+00:00;2013
7669;200 FEET FROM PVA (2000 WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-17 19:14:02+00:00;2013
7670;75 FEET FROM SE CARY PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-19 00:49:52+00:00;2013
7680;CARY;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-20 18:57:03+00:00;2013
7693;300 FEET FROM PVA 440 CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-20 19:27:37+00:00;2013
7696;100 FEET FROM NW MAYNARD RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-22 12:22:47+00:00;2013
7698;40 FEET FROM 6490 TRYON RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-21 21:29:08+00:00;2013
7702;100 FEET FROM 98 CORNERSTONE DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-22 21:52:38+00:00;2013
7713;0 FEET FROM SW CARY PKY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-04-19 16:02:00+00:00;2013
7725;120 FEET FROM 3 CHAPEL HILL RD;;;;CLOUDY;2013-03-13 08:06:54+00:00;2013
7730;350 FEET FROM US 64 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-24 23:02:17+00:00;2013
7731;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-04-24 21:19:34+00:00;2013
7732;200 FEET FROM WILLOW ST;SMOOTH ASPHALT;UNKNOWN;UNKNOWN;CLEAR;2013-04-25 02:00:00+00:00;2013
7735;290 FEET FROM GREEN LEVEL CHURCH RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-04-18 18:36:15+00:00;2013
7736;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-26 10:51:49+00:00;2013
7739;2500 FEET FROM BOYD ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-26 12:52:03+00:00;2013
7741;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-24 11:12:39+00:00;2013
7750;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-04-27 02:06:00+00:00;2013
7754;10 FEET FROM GREEN HOPE SCHOOL RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-04-26 19:47:44+00:00;2013
7758;100 FEET FROM WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-27 18:25:15+00:00;2013
7767;.15 MILES FROM PVA 1105 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-26 22:15:34+00:00;2013
7774;30 FEET FROM LONGCHAMP LN;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2013-04-29 12:31:42+00:00;2013
7775;5 FEET FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-27 14:04:00+00:00;2013
7779;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2013-04-29 14:28:00+00:00;2013
7781;10 FEET FROM NW MAYNARD RD;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2013-04-29 18:53:59+00:00;2013
7785;350 FEET FROM CROSSROADS BVD;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2013-04-29 18:48:49+00:00;2013
7789;.25 MILES FROM US 1;SMOOTH ASPHALT;WET;DARK - ROADWAY NOT LIGHTED;RAIN;2013-04-30 04:50:00+00:00;2013
7791;150 FEET FROM 930 HIGH HOUSE RD;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2013-04-30 13:01:28+00:00;2013
7793;.10 MILES FROM TRYON RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-26 16:59:00+00:00;2013
7801;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-04-30 12:02:53+00:00;2013
7814;30 FEET FROM PVA (2020 BOULDERSTONE WAY);SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;CLOUDY;2013-05-01 23:35:18+00:00;2013
7818;10 FEET FROM PVA (204 CROSSROADS BLVD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-27 01:28:03+00:00;2013
7821;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-05-02 13:58:44+00:00;2013
7822;CARY;;;;CLOUDY;2013-03-15 07:59:34+00:00;2013
7823;60 FEET FROM 127 WESTON PKY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-05-02 11:46:08+00:00;2013
7826;0 FEET FROM SW CARY PKWY;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2013-05-02 03:13:00+00:00;2013
7836;10 FEET FROM TARBERT CT;COARSE ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLOUDY;2013-05-03 14:11:00+00:00;2013
7838;150 FEET FROM US 1;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-05-03 14:18:00+00:00;2013
7839;30 FEET FROM OTHER;COARSE ASPHALT;OTHER *;DAYLIGHT;CLOUDY;2013-05-03 15:18:00+00:00;2013
7846;1000 FEET FROM 2045 RENAISSANCE PARK PL;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-05-03 20:14:01+00:00;2013
7852;100 FEET FROM WESTON PKWY;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2013-04-30 13:39:10+00:00;2013
7857;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2013-05-06 12:02:06+00:00;2013
7858;200 FEET FROM 1920 NW MAYNARD RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-05-05 20:55:57+00:00;2013
7861;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2013-05-06 21:30:42+00:00;2013
7864;8 FEET FROM US-1;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2013-05-06 14:29:00+00:00;2013
7868;CARY;COARSE ASPHALT;WET;DAYLIGHT;CLOUDY;2013-05-06 20:52:12+00:00;2013
7869;1.22 MILES FROM US 1 NB;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2013-05-06 17:45:16+00:00;2013
7872;200 FEET FROM WALNUT ST;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2013-05-06 22:08:48+00:00;2013
7877;500 FEET FROM PVA-6770 MCCRIMMON PARKWAY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-04-29 17:15:41+00:00;2013
7884;200 FEET FROM 110 COLLIER PL;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-05-07 22:41:16+00:00;2013
7898;CARY;;;;CLOUDY;2013-05-09 15:38:00+00:00;2013
7901;CARY;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2013-05-08 04:00:00+00:00;2013
7908;170 FEET FROM 117 EDINBURGH SOUTH DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-05-09 17:40:14+00:00;2013
7912;.10 MILES FROM BUCK JONES RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-05-10 18:31:12+00:00;2013
7914;0 FEET FROM CHAPEL HILL RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-05-09 19:54:21+00:00;2013
7915;1000 FEET FROM 1309 UMSTEAD HOLLOW PL;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-05-09 23:15:06+00:00;2013
7922;.02 MILES FROM HWY 64;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-05-11 16:01:00+00:00;2013
7934;100 FEET FROM 427 CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-05-12 21:36:34+00:00;2013
7936;100 FEET FROM 101 REED ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-05-12 19:55:40+00:00;2013
7938;600 FEET FROM 3430 TEN TEN RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-05-12 11:02:09+00:00;2013
7948;.25 MILES FROM 208 MEETING ST;SMOOTH ASPHALT;DRY;UNKNOWN;CLEAR;2013-05-14 00:18:57+00:00;2013
7952;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-05-13 20:20:54+00:00;2013
7956;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-05-13 20:34:27+00:00;2013
7958;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-05-15 03:52:00+00:00;2013
7965;CARY;CONCRETE;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-05-11 05:52:42+00:00;2013
7966;200 FEET FROM 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-05-15 15:43:00+00:00;2013
7968;400 FEET FROM TEN TEN RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-04-30 22:58:18+00:00;2013
